bhk,price,price_fmt,locality,developer,project,area_sqft,possession,nearest_railway,nearest_hospital,nearest_market,city
3,37000000,3.70 Cr,Andheri West,Romell Group,,,dec '27,"Azad Nagar metro station, Mumbai|5 minutes",Nakshatra Multispeciality Hospital,Ceramic Mall,Mumbai
1,12400000,1.24 Cr,Kanjurmarg East,Runwal Enterprises,Runwal Avenue,,jun '27,Bhandup Railway Station,Ankur Hospital,,Mumbai
2,35000000,3.50 Cr,Chembur,Meraki Habitats LLP,,,ready to move,Vashi Naka,Surana Sethia Hopsital,K Stars Mall,Mumbai
1,9490000,94.9 Lac,Kurla,Ruparel Realty,,,dec '28,Kurla Railway Station (Central And Harbour Lines),CritiCare Asia Multi Specialty Hospital,DMart miniMAX,Mumbai
2,19500000,1.95 Cr,Goregaon East,Avant Group,,,ready to move,Aarey Metro Station|5 minutes,Mamta Nursing Home,"The Hub Mall,",Mumbai
3,24998904,2.49 Cr,Kandivali East,Godrej Properties,,,Nov '29,Poisar Metro Station|5 minutes,Shreeji Hospital,Star Bazaar,Mumbai
3,38000000,3.80 Cr,Goregaon West,Sunteck Realty Ltd.,,,ready to move,Lower Malad Metro Station,Matoshree Gomanti Hospital,Vijay Sales,Mumbai
3,44000000,4.40 Cr,Mahim,ANJ RECON LLP,,,dec '26,Mahim Junction Railway Station,Radhibai Watumull Chest Hospital,Phoenix Marketcity Mall,Mumbai
3,42164000,4.21 Cr,Wadala,Ajmera Realty & Infra India Ltd.,,,jun '27,Prabhadevi Railway Station,,,Mumbai
3,59658000,5.96 Cr,Andheri West,Bharat Realty venture Pvt Ltd ,,1308.0,Dec '30,"Azad Nagar metro station, Mumbai|5 minutes",Kokilaben Dhirubhai Ambani Hospital and Medical Research Institute,FB-MUMBAI- ANDHERI,Mumbai
4,110200000,11.02 Cr,Mahalakshmi,Runwal Enterprises,7 Mahalaxmi,,oct '31,Mahalakshmi Railway Station,Srcc Hospital,,Mumbai
3,42500000,4.25 Cr,Ghatkopar West,The Wadhwa Group,Wadhwa The Address,,ready to move,Ghatkopar Metro Station|5 minutes,Shantiniketan Hospital,R City Mall,Mumbai
4,75000000,7.50 Cr,total 2465 sqft,DB Realty Pvt. Ltd.,,,ready to move,Aarey Metro Station|5 minutes,Nalini Speciality Hospital,Oberoi Mall,Mumbai
3,32500000,3.25 Cr,Santacruz East,Sanghvi Realty,,,ready to move,Kolivery Village Bus Stop,Pushpakunj,Zainab Dulhan Mehandi,Mumbai
2,28999999,2.89 Cr,Powai,L & T Realty,,698.0,ready to move,Kensington Society Bus Stop,Dr L H Hiranandani Hospital,DMart,Mumbai
3,63000000,6.30 Cr,Mahalakshmi,Mahindra Lifespace Developers Limited,,,Dec '31,Mahalakshmi Railway Station,Srcc Hospital,,Mumbai
2,23000000,2.30 Cr,Andheri East,Kanakia Spaces Realty Pvt. Ltd.,,,ready to move,"Andheri metro station, Mumbai|5 minutes",SevenHills Hospital,Star Market,Mumbai
3,19900000,1.99 Cr,Powai,Vascon Developers LLP,,,Dec '29,Hiranandani Powai Bus Station Bus Stop,Dr. L H. Hiranandani Hospital,Empire Plaza,Mumbai
2,31500000,3.15 Cr,Powai,Hiranandani Developers,Hiranandani Highland,630.0,ready to move,Jama Masjid Bus Stop,Dr. Babasaheb Ambedkar BMC Hospital,Empire Plaza,Mumbai
2,31800000,3.18 Cr,Vikhroli East,Godrej Properties,a well-connected area of Vikhroli East,857.0,ready to move,Kannamwar Nagar No.2 Bus Stop,Adi Arogyam Suman Ramesh Tulsiani Hospital,,Mumbai
1,12000000,1.20 Cr,Kandivali West,Shraddha Prime Projects LTD,Shraddha Gold Crest,406.0,Dec '26,Mahavir Nagar Metro Station|5 minutes,Sakuntala Nursing Home,Sunrays Shopping Center,Mumbai
2,12200000,1.22 Cr,Dahisar,Dynamix Group,,,sep '28,Dahisar Metro Station|5 minutes,,Thakur Mall,Mumbai
3,60000000,6 Cr,Andheri West,Bharat Realty venture Pvt Ltd ,,1283.0,Jun '27,"Azad Nagar metro station, Mumbai|5 minutes",Kulkarni Hospital,Star Quik,Mumbai
3,52650000,5.26 Cr,Chembur,Supreme Universal,a well-connected area of Chembur,,Dec '30,Chembur Camp Bus Stop,"Zen Multi Speciality Hospital, Chembur, Mumbai",R City Mallphoenix Marketcity,Mumbai
2,17500000,1.75 Cr,Borivali West,Jaydev Realtors Pvt. Ltd.,,,ready to move,Borivali (West) Metro Station,Pulse,N-MORE,Mumbai
4,100515000,10.05 Cr,Juhu,Shelton Groups,Juhu is available at the price of ₹10,1773.0,Dec '26,Juhu Beach Bus Stop,Sujay Hospital,Silver Beach Cafe,Mumbai
2,22500000,2.25 Cr,Powai,Gundecha Group,Powai is available at the price of ₹2,900.0,ready to move,Kensington Society Bus Stop,Nihal Nursing,Haiko Mall,Mumbai
3,59000000,5.90 Cr,Mahalakshmi,Lodha Developers Limited,,,ready to move,Mahalakshmi Railway Station,Srcc Hospital,,Mumbai
3,28000000,2.80 Cr,Andheri East,Dudhwala Constructions,,1150.0,ready to move,"Andheri metro station, Mumbai|5 minutes",Holy Spirit Hospital,Star Market,Mumbai
3,67500000,6.75 Cr,Andheri West,Runwal Group,,,ready to move,"Azad Nagar metro station, Mumbai|5 minutes",Kokilaben Dhirubhai Ambani Hospital and Medical Research Institute,Star Quik,Mumbai
2,21000000,2.10 Cr,Santacruz East,Runwal Group,,760.0,ready to move,Vakola Bridge,R. K. Hospital,Matro Mall,Mumbai
2,22100000,2.21 Cr,Powai,Shapoorji Pallonji Real Estate,,670.0,ready to move,Kensington Society Bus Stop,Dr. Babasaheb Ambedkar BMC Hospital,D Mall,Mumbai
2,26000000,2.60 Cr,Santacruz East,Gold Coin Builders,,,Dec '27,Kolivery Village Bus Stop,Sparsh Hospital,Hi- Life Mall,Mumbai
4,185600000,18.56 Cr,Mahalakshmi,Godrej Properties,,2340.0,Dec '27,Mahalakshmi Railway Station,Srcc Hospital,,Mumbai
2,27500000,2.75 Cr,Kanjurmarg East,Lodha Group,,,ready to move,Bhandup Railway Station,Ankur Hospital,,Mumbai
2,21500000,2.15 Cr,Mulund West,Kalpataru Ltd.,,,Sep '26,Santoshi Mata Mandir Bus Stop,Apex Hospitals Mulund,Dream Mall,Mumbai
3,30000000,3 Cr,Mulund West,L&T Realty,Mulund West is available at the price of ₹3 Cr,,ready to move,Mulund Railway Station (W) Bus Stop,Padmashree Endoscopy Center,Dream Mall,Mumbai
5,290000000,29 Cr,Prabhadevi,Kalpataru Ltd.,,3940.0,Dec '26,,Pandit Madan Mohan Malvia Central Hospital,R City Mall,Mumbai
3,45600000,4.56 Cr,Wadala East,Lodha Group,,1330.0,ready to move,Wadala Bridge Monorail Station,,,Mumbai
3,87500000,8.75 Cr,Bandra East,Kalpataru Ltd.,,1374.0,ready to move,Bandra-Kurla Complex Metro Station|5 minutes,Dr. Agarwal Children Hospital,Meena Bazar,Mumbai
2,32500000,3.25 Cr,Kandivali East,Kalpataru Ltd.,,741.0,ready to move,Poisar Metro Station|5 minutes,Shreeji Hospital,Thakur Mall Kandivali East,Mumbai
2,18200000,1.82 Cr,Kandivali West,Laxmi Group,,,ready to move,Mahavir Nagar Metro Station|5 minutes,United Multispeciality Hospital,Charkop Market,Mumbai
3,70000000,7 Cr,Worli,Lodha Developers Limited,,1093.0,,Worli Metro Station|5 minutes,Pandit Madan Mohan Malviya Central Hospital,Atria Mall,Mumbai
2,23500000,2.35 Cr,Santacruz East,Jaavi Infra Pvt. Ltd.,,770.0,Jun '30,Kolivery Village Bus Stop,R. K. Hospital,Hi- Life Mall,Mumbai
2,22100000,2.21 Cr,Orlem,Shreeji Group,Shreeji Atlantis which is a 12 years old construction,,ready to move,,,,Mumbai
2,28000000,2.80 Cr,Andheri West,AJMERA,Andheri West is available at the price of ₹2,,ready to move,"Azad Nagar metro station, Mumbai|5 minutes",SBS Multi-Speciality Hospital,Navrang Cinema,Mumbai
2,21000000,2.10 Cr,Kurla West,Kohinoor Group,Kurla West is available at the price of ₹2,700.0,ready to move,Kurla Station (W) Bus Stop,Bmc Hospital,Kurla Metro Mall,Mumbai
2,27500000,2.75 Cr,Borivali West,Cooperative Group Housing Society,Aditya Harismruti Premises Chs Ltd,739.0,ready to move,Borivali (West) Metro Station,Phoenix Hospital,D-Victorian Mall,Mumbai
4,117600000,11.76 Cr,Worli,Lodha Developers Limited,,1640.0,ready to move,Worli Metro Station|5 minutes,Shobha Hospital,Atria Mall,Mumbai
3,90000000,9 Cr,1374 sqft,Lodha Developers Limited,,,ready to move,Worli Metro Station|5 minutes,Pandit Madan Mohan Malviya Central Hospital,BIg Bazaar,Mumbai
2,7000000,70 Lac,Kandivali East,Paton and Darshan Developers,,323.0,Oct '26,Poisar Metro Station|5 minutes,Shreeji Hospital,Reliance Mall Borivali,Mumbai
3,33400000,3.34 Cr,Kandivali East,Lodha Developers Limited,,,ready to move,Poisar Metro Station|5 minutes,Shreeji Hospital,Reliance Mall Borivali,Mumbai
3,30000000,3 Cr,Goregaon West,Ekta World,,908.0,ready to move,Lower Malad Metro Station|5 minutes,Prarthana Hospital and ICU,InOrbit Mall,Mumbai
3,46000000,4.60 Cr,Powai,Kanakia Spaces Realty Pvt. Ltd.,,,ready to move,Kensington Society Bus Stop,Dhanvantari,Galleria Shopping Mall,Mumbai
3,37500000,3.75 Cr,Malad West,Rustomjee,Malad West is available for purchase at price of ₹3,,ready to move,Malad West Metro Station|5 minutes,Infinity Multi-Speciality Hospital,World of Titan Infiniti mall,Mumbai
3,44000000,4.40 Cr,Powai,L&T Realty,,,ready to move,Hiranandani Powai Bus Station Bus Stop,Powai Hospital,DMart,Mumbai
2,30000000,3 Cr,Bandra East,Gurukripa Builders,,,ready to move,Bandra-Kurla Complex Metro Station|5 minutes,Shivam Nursing Home,Meena Bazar,Mumbai
2,25270000,2.52 Cr,Goregaon West,Rishabraj Estate Developers Pvt Ltd,Rishabraj Avyaana,,Dec '29,Lower Malad Metro Station|5 minutes,Suvidha Hospital & Polyclinic,InOrbit Mall,Mumbai
3,62500000,6.25 Cr,Bandra East,Dheeraj Realty,,,ready to move,Bandra-Kurla Complex Metro Station|10 minutes,Shivam Nursing Home,VN Mall,Mumbai
2,11000000,1.10 Cr,Mira Road East,Delta Realty,Mira Road East is available at the price of ₹1,761.0,ready to move,Mira Road Railway Station,Deepak Hospital,Sahakari Bhandar,Mumbai
4,144417000,14.44 Cr,Prabhadevi,Rustomjee,Prabhadevi is available for purchase at price of ₹14,,ready to move,,Pandit Madan Mohan Malvia Central Hospital,Vijay Sales,Mumbai
2,21200000,2.12 Cr,Kandivali East,SD Corporation Pvt. Ltd.,Sd Siennaa,,ready to move,Poisar Metro Station|5 minutes,Shreeji Hospital,Thakur Mall Kandivali East,Mumbai
1,12500000,1.25 Cr,Malad West,Gurukrupa Group,,,ready to move,Malad West Metro Station|5 minutes,Sun Hospital,Croma,Mumbai
2,37000000,3.70 Cr,Matunga East,Lodha Developers Limited,,,Oct '26,Matunga Station (W) Bus Stop,Hinduja Hospital,Arya Bhavan,Mumbai
3,21000000,2.10 Cr,Bhandup West,Lodha Developers Limited,,,ready to move,Jangal Mangal Road,Dr. Meena`s Multispeciality Hospital Bhandup,,Mumbai
1,10400000,1.04 Cr,Powai,B G Shirke Group of Companies,,480.0,ready to move,Hiranandani Powai Bus Station Bus Stop,Dr. Babasaheb Ambedkar BMC Hospital,Haiko Mall,Mumbai
2,25100000,2.51 Cr,Powai,Ekta World,a well-connected area of Powai,800.0,ready to move,Kensington Sez-1 Bus Stop,Dr. L H. Hiranandani Hospital,Empire Plaza,Mumbai
3,49000000,4.90 Cr,Andheri East,Oberoi Realty Ltd.,,890.0,ready to move,"Andheri metro station, Mumbai|5 minutes",Sharada Nursing Home,Metro Mart NX,Mumbai
4,77500500,7.75 Cr,Kandivali East,Godrej Properties,,2100.0,Jun '30,Poisar Metro Station|5 minutes,Apex Hospital,Thakur Mall Kandivali East,Mumbai
3,66500000,6.65 Cr,Shivaji Park,Sugee Developer Pvt Ltd,Shivaji Park is available at the price of ₹6,1109.0,Mar '28,,Symbiosis Speciality Hospital.,,Mumbai
3,97500000,9.75 Cr,Bandra West,Supreme Universal,,,ready to move,Bandra Bus Stop,Lilavati Hospital and Research Centre,Shoppers Stop,Mumbai
2,17800000,1.78 Cr,Ghatkopar East,Elite Group,Adityaraj Gateway,577.0,ready to move,Ghatkopar Railway Station,Kamdar Nursing Home,R Odeon Mall,Mumbai
3,43300000,4.33 Cr,Chembur East,Hubtown Ltd.,,,ready to move,,Sushrut Hospital,,Mumbai
2,34000000,3.40 Cr,Powai,L & T Realty,Powai is available for purchase at price of ₹3,,Dec '28,Kensington Society Bus Stop,Dr L H Hiranandani Hospital,Galleria Shopping Mall,Mumbai
2,30600000,3.06 Cr,Chinchpokli,Darshan Properties Group,,800.0,Dec '30,,,,Mumbai
2,18811000,1.88 Cr,Mulund West,Metro Group,a well-connected area of Mulund West,650.0,Dec '27,Santoshi Mata Mandir Bus Stop,ESIC Hospital,R Galleria,Mumbai
1,12800000,1.28 Cr,Andheri West,CHANDIWALA ENTERPRISES PVT LTD,,455.0,Dec '28,"Azad Nagar metro station, Mumbai|5 minutes",Kulkarni Hospital,Crystal Point Mall,Mumbai
3,56015000,5.60 Cr,Lal Baug,Bhoomi Properties,a well-connected area of Lal Baug,1318.0,Sep '31,,,Roxy Mall,Mumbai
2,19500000,1.95 Cr,Bhandup West,Kalpataru Ltd.,Bhandup West is available at the price of ₹1,778.0,ready to move,Nahur Railway Station Bus Stop,Dr. Meena`s Multispeciality Hospital Bhandup,,Mumbai
4,94800000,9.48 Cr,Vile Parle West,Chandak Group,,1885.0,Dec '29,Vile Parle (W) or Ashoka Hall Bus Stop,Nanavati,Prime Mall,Mumbai
3,63499317,6.34 Cr,Matunga West,Rustomjee,a well-connected area of Matunga West,1407.0,Dec '29,,Rashiv Diagnostic Centre,,Mumbai
4,42800000,4.28 Cr,Mindspace,EMBASSY ENTERPRISES,Embassy Marquis Residences,1339.0,Mar '27,,Criticare Asia Hospital,Palm Court Shopping Complex,Mumbai
2,18300000,1.83 Cr,Mulund West,L&T Realty,,612.0,ready to move,Mulund Railway Station (W) Bus Stop,ESIC Hospital,Nirmal Lifestyle II Mall,Mumbai
2,27000000,2.70 Cr,Byculla East,Ruparel Realty,Byculla East is available at the price of ₹2,,May '28,Byculla Station (E) Bus Stop,Masina Hospital Trust,,Mumbai
3,34800000,3.48 Cr,Mulund West,Piramal Realty,,1145.0,Dec '27,Mulund Depot Bus Stop,Apex Hospitals Mulund,Food Bazaar,Mumbai
3,33002000,3.30 Cr,Kanjurmarg,K Raheja Corp,,1138.0,Nov '29,Bhandup Railway Station,Ankur Hospital,,Mumbai
6,73000000,7.30 Cr,Sai Baba Nagar,IR JPV Estates Pvt. Ltd.,,2100.0,Mar '29,,,,Mumbai
2,19635000,1.96 Cr,Kandivali West,Shivani Builders and Developers,,714.0,Mar '28,Mahavir Nagar Metro Station|5 minutes,Nidhi Nursing Home,Apna Bazar,Mumbai
5,116400000,11.64 Cr,Lower Parel West,K Raheja Corp,,2077.0,Dec '29,,,,Mumbai
2,21632000,2.16 Cr,Borivali West,MS Infrastructure,a well-connected area of Borivali West,676.0,Dec '26,Borivali (West) Metro Station|5 minutes,MM Hospital,Moksh Plaza Mall,Mumbai
2,20460000,2.04 Cr,Borivali West,Romell Group,,682.0,ready to move,Borivali (West) Metro Station|5 minutes,Sun Super Specialist,N-MORE,Mumbai
4,120000000,12 Cr,1600 sqft,Panchavati Developers,Bandra West is available at the price of ₹12 Cr,,ready to move,Bandra Railway Station (W) Bus Stop,Lilavati Hospital and Research Centre,Shoppers Stop,Mumbai
2,11872000,1.18 Cr,Silver Park,Techovision Realtors LLP.,,,ready to move,,HR Hospital,,Mumbai
2,16900000,1.69 Cr,Mulund West,Atul Projects,,691.0,Dec '28,Santoshi Mata Mandir Bus Stop,Siddharth Hospital,Marathon Max Mall,Mumbai
4,84900931,8.49 Cr,Senapati Bapat Marg,Lodha Developers Limited,,,ready to move,,Fortis SL Raheja Hospital,,Mumbai
4,69000000,6.90 Cr,total 1775 sqft,Adani Realty & RC Group,,,Oct '28,"Azad Nagar metro station, Mumbai|5 minutes",Zest,Citi Mall,Mumbai
2,26788000,2.67 Cr,Sion East,Ten X Realty Limited,Ten X The Address By Gs Sion,,Dec '29,,Dr Abhyankar Hospital,Prime Mall,Mumbai
4,68200000,6.82 Cr,Kasam Nagar,Adani Realty & RC Group,a well-connected area of Kasam Nagar,,Mar '27,,,,Mumbai
2,28497800,2.84 Cr,Borivali East,Chandak Group,,,Dec '26,Magathane Metro Station|5 minutes,DMS Laser Eye Hospital,The Zone Mall,Mumbai
2,21000000,2.10 Cr,Anand Nagar,N Rose Developers Pvt. Ltd.,,701.0,ready to move,Anand Nagar Metro Station,Sukhda Heart and Women Care,,Mumbai
2,24000000,2.40 Cr,Goregaon West,Sunteck Realty Ltd.,,,,Lower Malad Metro Station,Prarthana Hospital and ICU,New Star Bazar,Mumbai
2,14400000,1.44 Cr,Mulund West,The Wadhwa Group & MICL & Chandak Group,,623.0,ready to move,Mulund Railway Station (W) Bus Stop,Padmashree Endoscopy Center,Star Bazaar,Mumbai
3,24399012,2.43 Cr,Bhandup West,Godrej Properties,,901.0,Dec '27,Tank Road Bus Stop,Badwik Hospital,,Mumbai
2,35000000,3.50 Cr,Matunga East,Lodha Developers Limited,,820.0,Dec '27,Matunga Railway Station (E) Bus Stop,Pai Hospital, Raghuleela Mega Mall,Mumbai
1,7050000,70.5 Lac,Beverly Park,Raj Realtors,,426.0,Dec '29,,Karuna,,Mumbai
3,28000000,2.80 Cr,Nahur East,Neelam Realtors,,1125.0,Dec '27,,Fortis Hospital,Neptune Magnet,Mumbai
3,52700000,5.27 Cr,Malad West,Narang Propco Private Limited,,1401.0,Jun '27,Malad West Metro Station|5 minutes,Sun Hospital,World of Titan Infiniti mall,Mumbai
3,38600000,3.86 Cr,1074 sqft,Lodha Developers Limited,Lodha Riservo,,Mar '27,Vikhroli Station Road (W) Bus Stop,PRK Hospital,R City Mall,Mumbai
2,18749700,1.87 Cr,Chembur,Roswalt Realty,,,Dec '28,Dr. Ambedkar Udyaan \u002F Chembur Railway Station Bus Stop,Kolekar Hospital,Cubic Mall,Mumbai
3,147200000,14.72 Cr,Worli Naka,Embassy Group,Worli Naka,1840.0,Dec '32,,,,Mumbai
2,24500000,2.45 Cr,Ashok Nagar Collector Colony,Roswalt Realty,,,Dec '29,,,,Mumbai
1,6399000,64 Lac,Dahisar East,Sanghvi Premises,,430.0,Dec '27,Dahisar Metro Station|5 minutes,Ashok Hospital,BB-THAKUR MALL,Mumbai
2,15886000,1.58 Cr,Marol,I STAY HOUSING PRIVATE LIMITED,,611.0,Dec '28,Marol Naka Metro Station|5 minutes,Chiranjeevi Hospital,Phoenix Marketcity Mall,Mumbai
3,65000000,6.50 Cr,Andheri West,Lashkaria Group,,1100.0,Dec '26,"Azad Nagar metro station, Mumbai|5 minutes",Bluebell,Pvr - Citi Mall,Mumbai
3,25000000,2.50 Cr,Wadala East,Siddha Group,,,Dec '27,Wadala Bridge Monorail Station,,,Mumbai
1,13100000,1.31 Cr,Kanjurmarg West,Runwal Group,Kanjurmarg West is available at the price of ₹1,430.0,ready to move,Kanjur Marg Station (W) Bus Stop,,,Mumbai
2,27500000,2.75 Cr,Kandivali West,House of Hiranandani,,,Dec '26,Mahavir Nagar Metro Station|5 minutes,Shivam Hospital Super Multispeciality Hospital,Sunrays Shopping Center,Mumbai
2,14546500,1.45 Cr,Kandivali West,BHAIRAV SMILE INFRAPROJECTS,a well-connected area of Kandivali West,,Sep '27,Mahavir Nagar Metro Station|5 minutes,Jaydeep Hospital,Akruti Shopping Centre,Mumbai
2,16000000,1.60 Cr,Sarvodaya Nagar,Arkade Group,,,Dec '26,,,Sant Shree Mastaram Cycle,Mumbai
1,12100000,1.21 Cr,421 sqft,Yukti Infraprojects LLP,,,Dec '27,Malad West Metro Station|5 minutes,Infinity Multi-Speciality Hospital,World of Titan Infiniti mall,Mumbai
3,64400000,6.44 Cr,Byculla,Lodha Developers Limited,,1162.0,Dec '26,Byculla Station (E) Bus Stop,Balaji Hospital,,Mumbai
2,4695000,47 Lac,Chikhal Dongari,Vinay Unique Group,,559.0,ready to move,,,,Mumbai
3,67500000,6.75 Cr,1092 sqft,Lodha Developers Limited,,,ready to move,Worli Metro Station|5 minutes,Shobha Hospital,Atria Mall,Mumbai
2,18400000,1.84 Cr,Chunabhatti,Sheth Builders Pvt. Ltd.,a well-connected area of Chunabhatti,,Dec '27,Chunabhatti Railway Station,,,Mumbai
4,42000000,4.20 Cr,Ashok Van,N Rose Developers Pvt. Ltd.,,1294.0,ready to move,,Ashok Hospital,,Mumbai
2,27420000,2.74 Cr,Borivali East,Matrubhumi Construction Private Ltd,,914.0,Dec '27,Magathane Metro Station|5 minutes,Apex Multispeciality Hospital,The Zone Mall,Mumbai
2,17500000,1.75 Cr,Kanjurmarg West,Runwal Group,Kanjurmarg West,661.0,ready to move,Kanjur Marg Station (W) Bus Stop,,,Mumbai
2,23500000,2.35 Cr,Thakur Village,SD Corporation Pvt. Ltd.,a well-connected area of Thakur Village,,Dec '26,,Satya Specialist Hospital,Growels 101,Mumbai
3,32000000,3.20 Cr,Sai Baba Nagar,Unique Shanti Developers Pvt. Ltd.,,963.0,Dec '28,,,,Mumbai
4,240000000,24 Cr,Lower Parel,India Bulls Real Estate Ltd..,,,ready to move,Lower Parel Metro Station|5 minutes,Mansi Maternity Nursing Home,Quantum Mall,Mumbai
3,14600000,1.46 Cr,Mira Road,JP Infra,Jp Infra Mira Road,,Dec '28,Mira Road Railway Station,Bhakti Vedant Hospital,PVR Cinemas,Mumbai
4,265000000,26.50 Cr,Mount Mary,25 West Realty Private Limited,,2794.0,Jun '32,,,,Mumbai
3,24800000,2.48 Cr,Goregaon West,Axiom Refab Construction India Pvt Ltd,,901.0,Mar '30,Lower Malad Metro Station|5 minutes,Shiddhart BMC Hospital,InOrbit Mall,Mumbai
2,41500000,4.15 Cr,Tardeo,Crystal Progressive LLP,,,Mar '29,,Jaslok Hospital & Research Centre,Heera Punna,Mumbai
2,27040000,2.70 Cr,Shantaram Talao,L & T Realty,,845.0,Oct '30,Mulund (E) Bus Stop,St. Mary Hospital,A - Mart Super Market,Mumbai
4,120000000,12 Cr,Thakur Village,Viceroy Properties,Viceroy Prive which is a 3 years old construction,2299.0,Dec '27,,Satya Specialist Hospital,Reliance Mall Borivali,Mumbai
2,23198400,2.31 Cr,Sai Baba Nagar,Shelaji Group,Shelaji Gold Leaf,716.0,,,,,Mumbai
3,20300000,2.03 Cr,Chembur,Rare Townships,,945.0,ready to move,Chembur Railway Station,Jai Hind Hospital,R City Mallphoenix Marketcity,Mumbai
1,3800000,38 Lac,Palghar Naigaon East,Impactum Lands Private Limited,,323.0,Dec '28,Mira Road Railway Station,,,Mumbai
2,14900000,1.49 Cr,Malad West,Dotom Realty,,616.0,Jun '28,Malad West Metro Station|5 minutes,Criticare Asia Hospital,Fbb,Mumbai
4,75348000,7.53 Cr,Vikhroli West,Lodha Developers Limited,Lodha Riservo which is a 3 years old construction,,Sep '28,Vikhroli Station Road (W) Bus Stop,Shripad Hospital,R City Mall,Mumbai
3,60000000,6 Cr,Worli,Lodha Developers Limited,,975.0,ready to move,Worli Metro Station|5 minutes,Peoples Mobile Hospital,BIg Bazaar,Mumbai
2,23000000,2.30 Cr,Jogeshwari Vikhroli Link Road,Kalpataru Ltd.,,718.0,Dec '26,,Troma Hospital,,Mumbai
3,45000000,4.50 Cr,Fort,Aplite Group,,1145.0,Feb '28,Chhatrapati Shivaji Maharaj Terminus,Masingh Jassasingh Ent Hospital,Jain Chemists,Mumbai
3,34300000,3.43 Cr,Deonar Chembur,Supreme Universal,Deonar Chembur is available at the price of ₹3,938.0,Dec '29,,Jai Hind Hospital,,Mumbai
3,31434000,3.14 Cr,Magathane,CCI Projects Pvt. Ltd.,,1014.0,Dec '26,,Apex Mutispeciality Hospital,,Mumbai
2,32500000,3.25 Cr,Mulund West,Ashwin Sheth Group and Emami Group,a well-connected area of Mulund West,1338.0,,Mulund Railway Station (W) Bus Stop,Apex Hospitals Mulund,Food Bazaar,Mumbai
3,88500000,8.85 Cr,Juhu,Kalpataru Limited,a well-connected area of Juhu,,Nov '27,Juhu Beach Bus Stop,Sujay Hospital,Silver Beach Cafe,Mumbai
2,17800000,1.78 Cr,Bhandup West,Godrej Properties,,,Jul '28,Nahur Railway Station,A.P.S. Multi-speciality Hospital and ICCU (Central),,Mumbai
3,160000000,16 Cr,Worli,Godrej Properties,,1774.0,Dec '34,Worli Metro Station|5 minutes,Peoples Mobile Hospital,BIg Bazaar,Mumbai
3,173655000,17.36 Cr,Azad Nagar Parel,Ruparel Realty,,1029.0,Dec '26,,,,Mumbai
3,31376000,3.13 Cr,Malad West,AJMERA BOULEVARD PRIVATE LIMITED,,,dec '26,Malad West Metro Station|5 minutes,Vivanta Milti Speciality Hospital,World of Titan Infiniti mall,Mumbai
4,1500000000,150 Cr,Goregaon East,Oberoi Realty Ltd.,Goregaon East,,jun '27,Aarey Metro Station|5 minutes,Hira Surgical,Orchard Road Mall,Mumbai
4,142500000,14.25 Cr,Worli Naka,Embassy Group,,1840.0,Dec '31,,,,Mumbai
2,21000000,2.10 Cr,Lokhandwala Township,Lokhandwala Builders,,,ready to move,,Apex Hospital,Centrium Mall,Mumbai
3,29820000,2.98 Cr,Sion East,TransIndia Group,,,Dec '30,,Dr Abhyankar Hospital,Phoenix Marketcity Mall,Mumbai
1,25220000,2.52 Cr,Shivaji Park,Suraj Estate Developers,,470.0,Dec '30,,Symbiosis Speciality Hospital.,,Mumbai
3,57985000,5.79 Cr,Santacruz West,Ruparel Realty,,,ready to move,Santacruz Police Station \u002F V.P. Road Bus Stop,Surya Hospital,Milan Mall,Mumbai
3,67293000,6.72 Cr,Bandra East,Rustomjee,Bandra East is available at the price of ₹6,,Mar '30,Bandra-Kurla Complex Metro Station|5 minutes,Dr Aggarwal Children Hospital,VN Mall,Mumbai
3,32500000,3.25 Cr,total 960 sqft,Roswalt Realty,,,Dec '27,Tilak Nagar Railway Station (Harbour Line),Kolekar Hospital,Food Bazaar,Mumbai
2,33300000,3.33 Cr,Khar West,Sosar Group,,636.0,Dec '28,,Maharashtra State Women Hospital,Deliciae Patisserie by Bunty Mahajan,Mumbai
4,215100000,21.51 Cr,2307 sqft,Kalpataru Ltd.,,,Dec '27,,Pandit Madan Mohan Malvia Central Hospital,Vijay Sales,Mumbai
5,300000000,30 Cr,Andheri West,Windsor Realty,,,ready to move,"Azad Nagar metro station, Mumbai|5 minutes",Zest,Crystal Point Mall,Mumbai
2,30000000,3 Cr,Andheri West,Gurukrupa Realcon,Andheri West is available for purchase at price of ₹3,,apr '29,"Azad Nagar metro station, Mumbai|5 minutes",Lion Kartar Singh Hospital,Star Quik,Mumbai
1,17000000,1.70 Cr,Vile Parle East,Panom Developers LLP,,,ready to move,Vile Parle Police Station (E) Bus Stop,Dr Sumitrabai Hospital,Agarwal Market,Mumbai
2,47965284,4.79 Cr,Matunga East,Lodha Developers Limited,,858.0,Dec '28,Matunga Station (W) Bus Stop,Pai Hospital, Raghuleela Mega Mall,Mumbai
4,71300000,7.13 Cr,Andheri West,Veena Developers,,,Dec '29,"Azad Nagar metro station, Mumbai|5 minutes",Bluebell,Navrang Cinema,Mumbai
3,24421650,2.44 Cr,Lal Bahadur Shastri Road,Godrej Properties,Lal Bahadur Shastri Road is available for purchase at price of ₹2,981.0,Mar '28,,Fortis Hospital,Phoenix Market City Kurla,Mumbai
